id,gender,masterCategory,subCategory,articleType,baseColour,year,usage,productDisplayName,
3327,Men,Apparel,Topwear,Tshirts,Red,2011,Sports,KXIP Boys Fangear Polo Jersey,
3328,Men,Apparel,Topwear,Tshirts,Red,2011,Sports,KXIP Mens Fangear Tee,
3329,Men,Apparel,Topwear,Tshirts,Red,2011,Sports,KXIP Boys Fangear Tee,
3330,Men,Apparel,Topwear,Tshirts,Red,2011,Sports,RCB Mens Fangear Polo Jersey,
3337,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Hero Within Black T-shirt,
3338,Men,Apparel,Topwear,Tshirts,White,2011,Sports,ADIDAS Men's Mumbai Indians White Polo T-shirt,
3339,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Hero Within White T-shirt,
3341,Men,Apparel,Topwear,Tshirts,Blue,2011,Sports,ADIDAS Men's Mumbai Indians Graphic Blue T-shirt,
3342,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Executive Black T-shirt,
3343,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Myntra Executive Light Yellow T-shirt,
3344,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Myntra Men's Yet Despite Navy Blue T-shirt,
3345,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Executive White T-shirt,
3346,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's You Are Not My Type Black T-shirt,
3347,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Myntra Men's Attitude To Impress Me Yellow T-shirt,
3348,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I don't suffer from insanity Black T-shirt,
3349,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Myntra Men's Expected Career Path Black T-shirt,
3350,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Myntra Men's Work Hard/ Smart Navy Blue T-shirt,
3351,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Black Letter Equals White T-shirt,
3352,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Myntra Men's I Am Not Lazy Yellow T-shirt,
3353,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Myntra Men's I am a nice guy Navy Blue T-shirt,
3354,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's I Give 100 Percent Work White T-shirt,
3355,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Need for speed Black T-shirt,
3356,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I Give 100 Percent Work Black T-shirt,
3357,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Ear Plugs Black T-shirt,
3358,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's I am Legend White T-shirt,
3359,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I Believe Big Bang Theory Black T-shirt,
3360,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Myntra Men's I work for money Sky Blue T-shirt,
3362,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Creative designs Black T-shirt,
3364,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Myntra Men's Brain Blue T-shirt,
3365,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Brain Black T-shirt,
3409,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Not tonight ladies T-shirt,
3410,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Lazy White T-shirt,
3412,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Myntra Mens Hard work never killed anyone T-shirt,
3413,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Yes, its all about me White T-shirt
3414,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Myntra Mens Game over T-shirt,
3415,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Octopus White T-shirt,
3416,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Myntra Mens Broken Guitar T-shirt,
3417,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Myntra Men's I Want You To Stay Navy Blue T-shirt,
3418,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Take my advice, I don't use it anyway Black T-shirt
3419,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Mens tere pass kya hai T-shirt,
3420,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Chai Garam Black T-shirt,
3421,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Mens Tutankhuman T-Shirt,
3422,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Mens Badge Final T-Shirt,
3424,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's All or Nothing at All T-shirt,
3425,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Myntra Men's Anyone Who Says Navy Blue T-shirt,
3426,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Mens Request denied T-shirt,
3427,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I Have Healing Hand Black T-shirt,
3428,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Mens Be Reasonable,Do It My Way T-shirt
3429,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's If You Don't Like Black T-shirt,
3431,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Mens I Have a Helluva Attitude T-shirt,
3432,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Everyone Entitled Black T-shirt,
3434,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Mens So You Love Me T-shirt,
3440,Men,Apparel,Topwear,Tshirts,Blue,2011,Sports,Delhi Daredevils Mens Fan Tee,
3446,Men,Apparel,Topwear,Tshirts,Black,2011,Sports,Pune Warriors Mens Match Jersey,
3448,Men,Apparel,Topwear,Tshirts,Black,2011,Sports,ADIDAS Men's Pune Warriors Graphic Black T-shirt,
3515,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I'm Not Nut But Can Screw Black T-shirt,
3517,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Myntra Men's Not Tonight Ladies Yellow T-shirt,
3518,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Myntra Men's I Have Multiple Personalities Navy Blue T-shirt,
3519,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's I have Multiple Personalities White T-shirt,
3520,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Reaching The Moon Black T-shirt,
3521,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Myntra Men's Reaching The Moon Navy Blue T-shirt,
3523,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Myntra Men's I Don't Suffer From Navy Blue T-shirt,
3524,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Work Hard/ Smart Black T-shirt,
3525,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I Know I Am Not Black T-shirt,
3527,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I'm Smiling Because Black T-shirt,
3529,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Myntra Men's Ear Plugs Navy Blue T-shirt,
3530,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Turn Me On Black T-shirt,
3531,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Myntra Men's Creative Designs Navy Blue T-shirt,
3533,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Myntra Men's If You Don't Like Navy Blue T-shirt,
3535,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Myntra Men's Saadhu Starter Kit Navy Blue T-shirt,
3538,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Mens Octopus Black T-shirt,
3539,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I am a nice guy Black T-shirt,
3540,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I work for money Black T-shirt,
3543,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's I'm not a nut White T-shirt,
3544,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Turn me on White T-shirt,
3572,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,ADIDAS Men's Med Grey Blue T-shirt,
3612,Men,Apparel,Topwear,Tshirts,Grey,2011,Sports,Puma Men's Deccan Chargers It Grows on You Grey T-shirt,
3614,Men,Apparel,Topwear,Tshirts,Blue,2011,Sports,Puma Men's Deccan Chargers Blue Polo T-shirt,
3617,Men,Apparel,Topwear,Tshirts,Red,2011,Sports,Puma Men's Deccan Chargers Red T-shirt,
3679,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Inkfruit Men's Storm Troopers Black T-shirt,
3680,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Inkfruit Men's The Beetles White T-shirt,
3681,Men,Apparel,Topwear,Tshirts,Brown,2011,Casual,Inkfruit Men's Double Trouble Brown T-shirt,
3682,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Inkfruit Men's Bring Back 80''S Blue T-shirt,
3684,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Inkfruit Men's Into The Wild Navy T-shirt,
3685,Men,Apparel,Topwear,Tshirts,Charcoal,2011,Casual,Inkfruit Men Charcoal Grey Printed Round Neck T-shirt,
3705,Men,Apparel,Topwear,Tshirts,Pink,2011,Casual,Classic Polo Men Pink Black Stripes T-shirt,
3706,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Classic Polo Men's Grey Red & Brown Stripe T-shirt,
3707,Men,Apparel,Topwear,Tshirts,Purple,2011,Casual,Classic Polo Men's Purple Black & Cream Stripe T-shirt,
3708,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Classic Polo Men's Navy Grey Stripe T-shirt,
3709,Men,Apparel,Topwear,Tshirts,Purple,2011,Casual,Classic Polo Men's Purple Black Stripe T-shirt,
3712,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Lee Men's Navy Blue Polo T-shirt,
3713,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Lee Men Green Polo T-shirt,
3714,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Lee Men's White Polo T-shirt,
3715,Men,Apparel,Topwear,Tshirts,Maroon,2011,Casual,Lee Men's Maroon Polo T-shirt,
3716,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Lee Men's Black Polo T-shirt,
3717,Men,Apparel,Topwear,Tshirts,Brown,2011,Casual,Lee Men's Brown Polo T-shirt,
3718,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Lee Men Grey Polo T-shirt,
3719,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Lee Men's White Brooklyn T-shirt,
3722,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Lee Men's Green Cowboy T-shirt,
3723,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Lee Men's White Stallion T-shirt,
3727,Men,Apparel,Topwear,Tshirts,Orange,2011,Casual,Lee Men's Orange Kansas City T-shirt,
3730,Men,Apparel,Topwear,Tshirts,Yellow,2011,Sports,CSK Mens Fangear Yellow Jersey,
3731,Men,Apparel,Topwear,Tshirts,Yellow,2011,Sports,CSK Mens Premium Jersey,
3732,Men,Apparel,Topwear,Tshirts,Orange,2011,Sports,Kochi Tuskers Mens Practice Replica Jersey,
3733,Men,Apparel,Topwear,Tshirts,Purple,2011,Sports,Kochi Tuskers Mens Fangear Jersey,
3734,Men,Apparel,Topwear,Tshirts,Purple,2011,Sports,Kochi Tuskers Mens Replica Jersey,
3747,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Status Quo Men's Sound Off Black T-shirt,
3748,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Status Quo Men's Sound Off Grey T-shirt,
3749,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Status Quo Men's Sound Off Blue T-shirt,
3750,Men,Apparel,Topwear,Tshirts,Purple,2011,Casual,Status Quo Men's Ticket To Win Purple T-shirt,
3751,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Status Quo Men's Ticket To Win Blue T-shirt,
3752,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Status Quo Men's Music Revolution Green T-shirt,
3753,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Status Quo Men's Music Revolution Black T-shirt,
3754,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Status Quo Men's Music Revolution Blue T-shirt,
3755,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Status Quo Men's Concerts Black T-shirt,
3756,Men,Apparel,Topwear,Tshirts,Pink,2011,Casual,Status Quo Men's Concerts Mulberry T-shirt,
3757,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Status Quo Men's Buchanan Street White T-shirt,
3758,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Status Quo Men's Buchanan Street Green T-shirt,
3759,Men,Apparel,Topwear,Tshirts,Purple,2011,Casual,Status Quo Men's Harbour Island Purple T-shirt,
3760,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Status Quo Men's Harbour Island Black T-shirt,
3761,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Status Quo Men's Harbour Island White T-shirt,
3762,Men,Apparel,Topwear,Tshirts,Purple,2011,Casual,Status Quo Men's Surfers Purple T-shirt,
3763,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Status Quo Men's London Icon Grey T-shirt,
3764,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Status Quo Men's London Icon Navy T-shirt,
3765,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Status Quo Men's Unplugged Yellow T-shirt,
3766,Men,Apparel,Topwear,Tshirts,Red,2011,Casual,Status Quo Men's Unplugged Red T-shirt,
3767,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Status Quo Men's Blue Polo T-shirt,
3768,Men,Apparel,Topwear,Tshirts,Red,2011,Casual,Status Quo Men's Red Polo T-shirt,
3769,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Status Quo Men's Blue Polo T-shirt,
3770,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Status Quo Men's Green Polo T-shirt,
3771,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Status Quo Men's Green Polo T-shirt,
3772,Men,Apparel,Topwear,Tshirts,Purple,2011,Casual,Status Quo Men's Purple Polo T-shirt,
3773,Men,Apparel,Topwear,Tshirts,Pink,2011,Casual,Status Quo Men's Pink Polo T-shirt,
3774,Men,Apparel,Topwear,Tshirts,Pink,2011,Casual,Status Quo Men's Fushia Polo T-shirt,
3775,Men,Apparel,Topwear,Tshirts,Purple,2011,Casual,Status Quo Men's Purple Polo T-shirt,
3776,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Status Quo Men's Green Polo T-shirt,
3777,Men,Apparel,Topwear,Tshirts,Pink,2011,Casual,Status Quo Men's Fushia Polo T-shirt,
3778,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Status Quo Men's Green Polo T-shirt,
3779,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Status Quo Men's Black Polo T-shirt,
3780,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Status Quo Men's Leaf Green Polo T-shirt,
3781,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Status Quo Men's Beach Corn Silk T-shirt,
3782,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Status Quo Men's Beach Sky Blue T-shirt,
3783,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Status Quo Men's Beach White T-shirt,
3784,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Status Quo Men's Surfers Black T-shirt,
3785,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Basics Men Black & Green Striped Polo T-shirt,
3786,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Basics Men Navy & Green Striped Polo T-shirt,
3787,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Basics Men Black & Blue Striped Polo T-shirt,
3788,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Basics Men White & Blue Striped Polo T-shirt,
3789,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Basics Men White & Green Striped Polo T-shirt,
3791,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Basics Men Blue & Yellow White Striped Polo T-shirt,
3792,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Basics Men Navy & White Striped Polo T-shirt,
3793,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Basics Men Blue & Yellow Striped Polo T-shirt,
3794,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Basics Men Blue & White Striped Polo T-shirt,
3796,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Basics Men White & Red Striped Polo T-shirt,
3844,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Wrangler Men's Wild Horse Golden Yellow T-shirt,
3845,Men,Apparel,Topwear,Tshirts,Brown,2011,Casual,Wrangler Men's Wild Horse Brown T-shirt,
3846,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Wrangler Men's True Wanderer Blue T-shirt,
3847,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Wrangler Men's True Wanderer White T-shirt,
3849,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Wrangler Men's Make It Your Own T-shirt,
3850,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Wrangler Men's True Rider Turquoise T-shirt,
3856,Men,Apparel,Topwear,Tshirts,Brown,2011,Casual,Ed Hardy Men's Brown Bull Dog T-shirt,
3857,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Ed Hardy Men's Black Bull Dog T-shirt,
3858,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Ed Hardy Men's Grey Bull Dog T-shirt,
3859,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Ed Hardy Men's White Skull Rider T-shirt,
3860,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Ed Hardy Men's Blue Dragon & Sword T-shirt,
3861,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Ed Hardy Men's White Blue Dragon T-shirt,
3862,Men,Apparel,Topwear,Tshirts,Orange,2011,Casual,Wrangler Men's Authentic Embro Orange T-shirt,
3863,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Wrangler Men's Authentic Embro Olive T-shirt,
3864,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Wrangler Men's Rodeo Sketch White T-shirt,
3865,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Wrangler Men's Wild Spirit Striper Charcoal T-shirt,
3866,Men,Apparel,Topwear,Tshirts,Peach,2011,Casual,Wrangler Men's Wild Spirit Striper Peach T-shirt,
3867,Men,Apparel,Topwear,Tshirts,Brown,2011,Casual,Wrangler Men's Saddle Up Rust T-shirt,
3868,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Wrangler Men's Cowboy Photo White T-shirt,
3869,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Wrangler Men's Cowboy Photo Blue T-shirt,
3870,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Wrangler Men's Poster Print Slub Offwhite T-shirt,
3871,Men,Apparel,Topwear,Tshirts,Brown,2011,Casual,Wrangler Men's Poster Print Slub Brown T-shirt,
3872,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Wrangler Men's Poster Print Slub Blue T-shirt,
3873,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Wrangler Men's Quality Gurtd Blue T-shirt,
3874,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Wrangler Men's Trademark Washed Blue T-shirt,
3875,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Wrangler Men's Trademark Washed Grey T-shirt,
3876,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Wrangler Men's Greensboro Raw Edge Black T-shirt,
3877,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Wrangler Men's Twill Applique Charcoal T-shirt,
3878,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Wrangler Men's Reverse Print Charcoal T-shirt,
3879,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Wrangler Men's Concert Blue T-shirt,
3880,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Wrangler Men's Burnt Out Grey T-shirt,
3881,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Wrangler Men's Wrangler Flag Navy T-shirt,
3882,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Wrangler Men's University Broad Stripe Polo Green T-shirt,
3883,Men,Apparel,Topwear,Tshirts,Navy Blue,2011,Casual,Wrangler Men's Star Flag Pring Navy T-shirt,
3884,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Wrangler Men's Star Flag Print Grey Melange T-shirt,
3885,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Wrangler Men's 1947 Light Weight Yellow T-shirt,
3886,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Wrangler Men's 1947 Light Weight Blue T-shirt,
3887,Men,Apparel,Topwear,Tshirts,Red,2011,Casual,Wrangler Men's Pride To Ride Washed Red T-shirt,
3888,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Wrangler Men's Racing Big Print Grey T-shirt,
3889,Men,Apparel,Topwear,Tshirts,Red,2011,Casual,Wrangler Men's Racing Big Print Red T-shirt,
3890,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Wrangler Men's Motel Color Block White Blue T-shirt,
3891,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Wrangler Men's Born Free Eagle Offwhite T-shirt,
3913,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Urban Yoga Men's Hush White T-shirt,
3914,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Urban Yoga Men's Mind Body Soul Black T-shirt,
3915,Men,Apparel,Topwear,Tshirts,Red,2011,Casual,Urban Yoga Men's Suryanamaskar Red T-shirt,
3916,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Urban Yoga Men's Breathe Grey T-shirt,
3925,Men,Apparel,Topwear,Tshirts,Orange,2011,Casual,Wrangler Men's Wanderer's Dream Orange T-shirt,
3926,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Wrangler Men's Wanderer's Dream Sky T-shirt,
3927,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Wrangler Men's True Rider White T-shirt,
3978,Men,Apparel,Topwear,Tshirts,Maroon,2011,Casual,Mr.Men Men's Busy Doing Nothing Maroon T-shirt,
3979,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Mr.Men Men's Funny Nature Blue T-shirt,
3980,Men,Apparel,Topwear,Tshirts,Red,2011,Casual,Mr.Men Men's Always On The Move Red T-shirt,
3981,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Mr.Men Men's Always On The Move Green T-shirt,
3982,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Mr.Men Men's Wassup Grey T-shirt,
3983,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Mr.Men Men's Wassup White T-shirt,
3984,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Mr.Men Men's Must Sleep Blue T-shirt,
3985,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Mr.Men Men's Strong Blue T-shirt,
3986,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Mr.Men Men's Strong Lemon Yellow T-shirt,
3987,Men,Apparel,Topwear,Tshirts,Grey,2011,Casual,Mr.Men Men's Mischief Maker Grey T-shirt,
3988,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Mr.Men Men's Mischief Maker Blue T-shirt,
3989,Men,Apparel,Topwear,Tshirts,Maroon,2011,Casual,Mr.Men Men's Surfer Chilly Pepper Maroon T-shirt,
3990,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Mr.Men Men's Surfer Blue T-shirt,
3991,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Mr.Men Men's Wave Rider White T-shirt,
3992,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Mr.Men Men's Funny Black T-shirt,
3993,Men,Accessories,Belts,Tshirts,Pink,2011,Casual,Mr.Men Men's Funny Coral Pink T-shirt,
3994,Men,Apparel,Topwear,Tshirts,Green,2011,Casual,Mr.Men Men's Thats Funny Green T-shirt,
3995,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Mr.Men Men's Thats Funny Blue T-shirt,
4014,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Sadhu 1/2 Sleeve Black T-shirt,
4015,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I don't Have Enough Black T-shirt,
4029,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I don't Have An Attitude Problem Black T-shirt,
4030,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Remote City Black T-shirt,
4031,Men,Apparel,Topwear,Tshirts,Cream,2011,Casual,Myntra Men's Poster White T-shirt,
4032,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I'd Love To Help You Out Black T-shirt,
4033,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I am Not Paid enough To Be Nice Black T-shirt,
4034,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Better Days Are Coming Black T-shirt,
4035,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Not Tonight Ladies I am Just Black T-shirt,
4036,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's I Have Multiple Personalities Black T-shirt,
4037,Men,Apparel,Topwear,Tshirts,White,2011,Sports,Puma Men's Rajasthan Royals White T-shirt,
4038,Men,Apparel,Topwear,Tshirts,Blue,2011,Sports,Puma Men's Rajasthan Royals Blue T-shirt,
4040,Men,Apparel,Topwear,Tshirts,Blue,2011,Sports,Rajasthan Royals Mens Replica Cotton Jersey,
4041,Men,Apparel,Topwear,Tshirts,Blue,2011,Sports,Rajasthan Royals Mens Lookalike Yellow Jersey,
4050,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Good Things Come Late Black T-shirt,
4051,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Myntra Men's Eagle Emblem Yellow T-shirt,
4052,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Eagle Emblem Black T-shirt,
4053,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Eagle Emblem White T-shirt,
4054,Men,Apparel,Topwear,Tshirts,Black,2011,Casual,Myntra Men's Hard Work Never Killed Anyone Black T-shirt,
4055,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Key To Success White T-shirt,
4056,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Yoga White T-shirt,
4057,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Nobody Says No To Me White T-shirt,
4058,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's Drink N Drive White T-shirt,
4059,Men,Apparel,Topwear,Tshirts,Blue,2011,Casual,Myntra Men's I Am Tired Of Working Sky Blue T-shirt,
4060,Men,Apparel,Topwear,Tshirts,White,2011,Casual,Myntra Men's I Am Drunk White T-shirt,
4061,Men,Apparel,Topwear,Tshirts,Yellow,2011,Casual,Myntra Men's Radio Head Yellow T-shirt,
