id,gender,masterCategory,subCategory,articleType,baseColour,year,usage,productDisplayName
27225,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Doodle Girls Printed Pink Dress
29166,Girls,Apparel,Dress,Dresses,Navy Blue,2012,Casual,United Colors of Benetton Girls Polka Dot Navy Blue Dress
29167,Girls,Apparel,Dress,Dresses,Red,2012,Casual,United Colors of Benetton Girls Red Polka Dot Dress
31124,Girls,Apparel,Dress,Dresses,Magenta,2012,Casual,Gini and Jony Girls Pink Dress
31126,Girls,Apparel,Dress,Dresses,White,2012,Casual,Gini and Jony Girls White Dress
31127,Girls,Apparel,Dress,Dresses,Black,2012,Casual,Gini and Jony Girls Black Dress
31128,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Gini and Jony Girls Printed Teal Dress
31129,Girls,Apparel,Dress,Dresses,Magenta,2012,Casual,Giny and Jony Girls Printed White & Pink Dress
31130,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Gini and Jony Girls Printed Pink Dress
31167,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Gini and Jony Girls Blue Dress
31168,Girls,Apparel,Dress,Dresses,White,2012,Casual,Gini and Jony Girls White Dress
34015,Girls,Apparel,Dress,Dresses,Magenta,2012,Casual,Gini and Jony Girls Pink Dress
34061,Girls,Apparel,Dress,Dresses,Magenta,2012,Casual,Gini and Jony Girls Printed White & Pink Dress
34062,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Gini and Jony Girls Printed Pink Dress
34063,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Gini and Jony Girls Printed Pink Dress
34064,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Gini and Jony Girls Printed Teal Dress
34065,Girls,Apparel,Dress,Dresses,Black,2012,Casual,Gini and Jony Girls Black Dress
34066,Girls,Apparel,Dress,Dresses,White,2012,Casual,Palm Tree Girls White Dress
34095,Girls,Apparel,Dress,Dresses,Off White,2012,Casual,Doodle Girls Printed Multi Coloured Dress
34113,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Doodle Girls Printed Pink Dress
34114,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Doodle Girls Printed Blue Dress
34115,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Doodle Girls Printed Blue Dress
34167,Girls,Apparel,Dress,Dresses,White,2012,Casual,Gini and Jony Girls White Dress
35432,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Doodle Girls Printed Pink Dress
35433,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Doodle Girls Printed Blue Dress
35434,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Doodle Girls Printed Blue Dress
36749,Girls,Apparel,Dress,Dresses,White,2012,Casual,Little Miss Girls Trying White Dress
36750,Girls,Apparel,Dress,Dresses,Navy Blue,2012,Casual,Little Miss Girls Chatterbox Navy Blue Dress
37266,Girls,Apparel,Dress,Dresses,Navy Blue,2012,Casual,United Colors of Benetton Girls Printed Navy Blue Dress
37267,Girls,Apparel,Dress,Dresses,Red,2012,Casual,United Colors of Benetton Girls Red Printed Dress
38997,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Gini and Jony Girls Digital Blue Dress
38998,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Gini and Jony Girls Summer Paradise Pink Dress
40127,Girls,Apparel,Dress,Dresses,Black,2012,Casual,Gini and Jony Girls Roseatte Black Dress
40148,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Gini and Jony Girls Play Suit Blue Dress
40149,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Gini and Jony Girls Play Suit Pink Dress
41302,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Gini and Jony Girls Blue Saloppette
41759,Girls,Apparel,Dress,Dresses,Navy Blue,2012,Casual,Doodle Girls Navy Blue Dress
41996,Girls,Apparel,Dress,Dresses,Black,2012,Casual,Gini and Jony Girls Roseatte Black Dress
42592,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,United Colors of Benetton Kids Girls Pink Printed Dress
43586,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Gini and Jony Girls Blue Saloppette
43694,Girls,Apparel,Dress,Dresses,Navy Blue,2012,Casual,Doodle Girls Navy Blue Dress
50720,Girls,Apparel,Dress,Dresses,Orange,2012,Casual,Doodle Girls Orange Printed Dress
50721,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Doodle Girls Pink Printed Dress
50722,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Doodle Girls Pink Printed Dress
50723,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Doodle Girls Blue Printed Dress
50724,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Doodle Girls Blue Washed Dress
52123,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Doodle Girls Pink Printed Dress
52124,Girls,Apparel,Dress,Dresses,Orange,2012,Casual,Doodle Girls Orange Printed Dress
52125,Girls,Apparel,Dress,Dresses,Pink,2012,Casual,Doodle Girls Pink Printed Dress
52128,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Doodle Girls Blue Washed Dress
52130,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Doodle Girls Blue Printed Dress
52131,Girls,Apparel,Dress,Dresses,Blue,2012,Casual,Doodle Girls Blue Printed Dress
33147,Girls,Apparel,Bottomwear,Jeans,Blue,2012,Casual,Gini and Jony Girls Blue Jeans
37201,Girls,Apparel,Bottomwear,Jeans,Blue,2012,Casual,United Colors of Benetton Girls Washed Blue Jeans
37202,Girls,Apparel,Bottomwear,Jeans,Grey,2012,Casual,United Colors of Benetton Girls Washed Grey Jeans
37209,Girls,Apparel,Bottomwear,Jeans,Blue,2012,Casual,United Colors of Benetton Girls Blue Jeans
38500,Girls,Apparel,Bottomwear,Jeans,Black,2012,Casual,Gini and Jony Girls Woven Black Jeans
38501,Girls,Apparel,Bottomwear,Jeans,Navy Blue,2012,Casual,Gini and Jony Woven Navy Blue Jeans
38930,Girls,Apparel,Bottomwear,Jeans,Blue,2012,Casual,Gini and Jony Girls Blue Jeans
38931,Girls,Apparel,Bottomwear,Jeans,Blue,2012,Casual,Gini and Jony Girls Blue Jeans
40997,Girls,Apparel,Bottomwear,Jeans,Black,2012,Casual,Gini and Jony  Girls Woven Black Jeans
40998,Girls,Apparel,Bottomwear,Jeans,Black,2012,Casual,Palm Tree Girls Woven Black Jeans
40999,Girls,Apparel,Bottomwear,Jeans,Black,2012,Casual,Gini and Jony Girls Woven Black Jeans
41008,Girls,Apparel,Bottomwear,Jeans,Navy Blue,2012,Casual,Gini and Jony Girls Woven Navy Blue Jeans
41009,Girls,Apparel,Bottomwear,Jeans,Navy Blue,2012,Casual,Gini and Jony Girls Woven Navy Blue Jeans
41010,Girls,Apparel,Bottomwear,Jeans,Navy Blue,2012,Casual,Gini and Jony Girls Woven Navy Blue Jeans
31180,Girls,Apparel,Bottomwear,Leggings,White,2012,Casual,Gini and Jony Kids Leggings
33148,Girls,Apparel,Bottomwear,Leggings,Black,2012,Casual,Gini and Jony Girls Black Leggings
33149,Girls,Apparel,Bottomwear,Leggings,Pink,2012,Casual,Gini and Jony Girls Pink Leggings
33273,Girls,Apparel,Bottomwear,Leggings,Green,2012,Casual,Gini and Jony Girls Green Leggings
33274,Girls,Apparel,Bottomwear,Leggings,Black,2012,Casual,Gini and Jony Girls Black Leggings
36218,Girls,Apparel,Bottomwear,Leggings,Pink,2012,Casual,Gini Jony Girls Pink Leggings
38932,Girls,Apparel,Bottomwear,Leggings,Pink,2012,Casual,Gini and Jony Girls Pink Leggings
38933,Girls,Apparel,Bottomwear,Leggings,Pink,2012,Casual,Gini and Jony Girls Pink Leggings
38934,Girls,Apparel,Bottomwear,Leggings,Black,2012,Casual,Gini and Jony Girls Black Leggings
38935,Girls,Apparel,Bottomwear,Leggings,Black,2012,Casual,Gini and Jony Girls Black Leggings
39011,Girls,Apparel,Bottomwear,Leggings,Blue,2012,Casual,Gini and Jony Girls Happy Style Blue Leggings
39326,Girls,Apparel,Bottomwear,Leggings,Black,2012,Casual,Gini and Jony Girls Black Leggings
39327,Girls,Apparel,Bottomwear,Leggings,Green,2012,Casual,Gini and Jony Girls Green Leggings
39755,Girls,Apparel,Bottomwear,Leggings,Pink,2012,Casual,Gini Jony Girls Pink Leggings
40930,Girls,Apparel,Bottomwear,Leggings,Blue,2012,Casual,Gini and Jony Girls Happy Style Blue Leggings
40931,Girls,Apparel,Bottomwear,Leggings,Blue,2012,Casual,Gini and Jony Girls Happy Style Blue Leggings
40932,Girls,Apparel,Bottomwear,Leggings,Blue,2012,Casual,Gini and Jony Girls Happy Style Blue Leggings
30725,Girls,Apparel,Topwear,Lehenga Choli,Pink,2012,Ethnic,Fabindia Girls Printed Pink Lehenga Choli
30726,Girls,Apparel,Topwear,Lehenga Choli,Blue,2012,Ethnic,Fabindia Girls Printed Blue Lehenga Choli
30727,Girls,Apparel,Bottomwear,Salwar,Green,2012,Ethnic,Fabindia Girls Green Mangalgiri Salwar
30728,Girls,Apparel,Bottomwear,Salwar,Orange,2012,Ethnic,Fabindia Girls Orange Mangalgiri Salwar
30729,Girls,Apparel,Bottomwear,Salwar,Blue,2012,Ethnic,Fabindia Girls Printed Blue Salwar
30730,Girls,Apparel,Bottomwear,Salwar,Purple,2012,Ethnic,Fabindia Girls Printed Purple Salwar
30731,Girls,Apparel,Bottomwear,Salwar,Magenta,2012,Ethnic,Fabindia Girls Printed Magenta Salwar
24992,Girls,Apparel,Bottomwear,Shorts,Pink,2012,Casual,United Colors of Benetton Kids Girls Pink Shorts
24993,Girls,Apparel,Bottomwear,Shorts,Navy Blue,2012,Casual,United Colors of Benetton Kids Girls Navy Blue Shorts
33267,Girls,Apparel,Bottomwear,Shorts,Blue,2012,Casual,Gini and Jony Girls Blue Shorts
33268,Girls,Apparel,Bottomwear,Shorts,Green,2012,Casual,Gini and Jony Girls Green Shorts
34117,Girls,Apparel,Bottomwear,Shorts,Blue,2012,Casual,Doodle Girls Washed Blue Shorts
34118,Girls,Apparel,Bottomwear,Shorts,Black,2012,Casual,Doodle Girls Washed Black Shorts
34693,Girls,Apparel,Bottomwear,Shorts,Pink,2012,Casual,Allen Solly Kids Girls Poplin Pink Shorts
35436,Girls,Apparel,Bottomwear,Shorts,Blue,2012,Casual,Doodle Girls Washed Blue Shorts
35437,Girls,Apparel,Bottomwear,Shorts,Black,2012,Casual,Doodle Girls Washed Black Shorts
36215,Girls,Apparel,Bottomwear,Shorts,Purple,2012,Casual,Gini and Jony Girls Core Purple Shorts
36216,Girls,Apparel,Bottomwear,Shorts,Magenta,2012,Casual,Gini and Jony Girls Core Magenta Shorts
36217,Girls,Apparel,Bottomwear,Shorts,Pink,2012,Casual,Gini Jony Girls Pink Shorts
37558,Girls,Apparel,Bottomwear,Shorts,Pink,2012,Casual,Madagascar3 Girls Pink Shorts
37559,Girls,Apparel,Bottomwear,Shorts,Green,2012,Casual,Madagascar3 Girls Green Shorts
37560,Girls,Apparel,Bottomwear,Shorts,White,2012,Casual,Madagascar3 Girls White Shorts
37580,Girls,Apparel,Bottomwear,Shorts,Pink,2012,Casual,Madagascar 3 Girls Pink Shorts
37581,Girls,Apparel,Bottomwear,Shorts,Green,2012,Casual,Madagascar 3 Girls Light Green Shorts
37582,Girls,Apparel,Bottomwear,Shorts,White,2012,Casual,Madagascar3 Girls White Shorts
38502,Girls,Apparel,Bottomwear,Shorts,Navy Blue,2012,Casual,Gini and Jony Girls Woven Navy Blue Shorts
38503,Girls,Apparel,Bottomwear,Shorts,Blue,2012,Casual,Gini and Jony Girls Woven Blue Shorts
38766,Girls,Apparel,Bottomwear,Shorts,Pink,2012,Casual,Gini and Jony Girls Pink Shorts
38767,Girls,Apparel,Bottomwear,Shorts,Pink,2012,Casual,Gini and Jony Girls Pink Shorts
38905,Girls,Apparel,Bottomwear,Shorts,Pink,2012,Casual,Allen Solly Kids Girls Poplin Pink Shorts
39323,Girls,Apparel,Bottomwear,Shorts,Blue,2012,Casual,Gini and Jony Girls Blue Shorts
39324,Girls,Apparel,Bottomwear,Shorts,Blue,2012,Casual,Gini and Jony Girls Blue Shorts
39328,Girls,Apparel,Bottomwear,Shorts,Green,2012,Casual,Gini and Jony Girls Green Shorts
39329,Girls,Apparel,Bottomwear,Shorts,Green,2012,Casual,Gini and Jony Girls Green Shorts
39830,Girls,Apparel,Bottomwear,Shorts,Purple,2012,Casual,Gini and Jony Girls Core Purple Shorts
39831,Girls,Apparel,Bottomwear,Shorts,Magenta,2012,Casual,Gini and Jony Girls Core Magenta Shorts
41000,Girls,Apparel,Bottomwear,Shorts,Blue,2012,Casual,Gini and Jony Girls Woven Blue Shorts
41001,Girls,Apparel,Bottomwear,Shorts,Blue,2012,Casual,Gini and Jony  Girls Woven Blue Shorts
41006,Girls,Apparel,Bottomwear,Shorts,Navy Blue,2012,Casual,Gini and Jony Girls Woven Navy Blue Shorts
41007,Girls,Apparel,Bottomwear,Shorts,Navy Blue,2012,Casual,Gini and Jony Girls Woven Navy Blue Shorts
29171,Girls,Apparel,Bottomwear,Skirts,Blue,2012,Casual,United Colors of Benetton Kids Girls Washed Blue Skirt
29172,Girls,Apparel,Bottomwear,Skirts,Pink,2012,Casual,United Colors of Benetton Kids Girls Printed Pink Skirt
29173,Girls,Apparel,Bottomwear,Skirts,Green,2012,Casual,United Colors of Benetton Kids Girls Printed Green Skirt
33270,Girls,Apparel,Bottomwear,Skirts,White,2012,Casual,Gini & Jony Girls White Skirt
33271,Girls,Apparel,Bottomwear,Skirts,Red,2012,Casual,Gini and Jony Girls Red Skirt
34148,Girls,Apparel,Bottomwear,Skirts,Blue,2012,Casual,Gini and Jony Girls Washed Blue Skirt
34149,Girls,Apparel,Bottomwear,Skirts,Blue,2012,Casual,Gini and Jony Girls Washed Blue Skirt
38504,Girls,Apparel,Bottomwear,Skirts,Navy Blue,2012,Casual,Gini and Jony Girls Navy Blue Skirts
38505,Girls,Apparel,Bottomwear,Skirts,Blue,2012,Casual,Gini and Jony Girls Woven Blue Skirt
39314,Girls,Apparel,Bottomwear,Skirts,Red,2012,Casual,Gini and Jony Girls Red Skirt
39330,Girls,Apparel,Bottomwear,Skirts,White,2012,Casual,Gini & Jony Girls White Skirt
41002,Girls,Apparel,Bottomwear,Skirts,Blue,2012,Casual,Gini and Jony Girls Woven Blue Skirt
41003,Girls,Apparel,Bottomwear,Skirts,Blue,2012,Casual,Gini and Jony Girls Woven Blue Skirt
41004,Girls,Apparel,Bottomwear,Skirts,Navy Blue,2012,Casual,Gini and Jony Girls Woven Navy Blue Skirts
41005,Girls,Apparel,Bottomwear,Skirts,Navy Blue,2012,Casual,Gini and Jony Girls Woven Navy Blue Skirts
42290,Girls,Apparel,Bottomwear,Skirts,Pink,2012,Casual,Gini and Jony Girls Pink Skirt
46813,Girls,Apparel,Bottomwear,Skirts,Pink,2012,Casual,Gini and Jony Girls Pink Skirt
46814,Girls,Apparel,Bottomwear,Skirts,Pink,2012,Casual,Gini and Jony Girls Pink Skirt
24941,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,United Colors of Benetton Kids Girls Pink Top
24942,Girls,Apparel,Topwear,Tops,Black,2012,Casual,United Colors of Benetton Kids Girls Black Top
24944,Girls,Apparel,Topwear,Tops,Red,2012,Casual,United Colors of Benetton Kids Girls Red Top
24945,Girls,Apparel,Topwear,Tops,Green,2012,Casual,United Colors of Benetton Kids Girls Green Printed Top
24946,Girls,Apparel,Topwear,Tops,White,2012,Casual,United Colors of Benetton Kids Girls White Printed Top
24947,Girls,Apparel,Topwear,Tops,Red,2012,Casual,United Colors of Benetton Kids Girls Red Printed Top
24985,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,United Colors of Benetton Kids Girls Pink Printed Top
24986,Girls,Apparel,Topwear,Tops,White,2012,Casual,United Colors of Benetton Kids Girls White Top
29150,Girls,Apparel,Topwear,Tops,Off White,2012,Casual,United Colors of Benetton Girls Printed Off White Top
31117,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls White Top
31118,Girls,Apparel,Topwear,Tops,Red,2012,Casual,Gini and Jony Girls Red Top
31119,Girls,Apparel,Topwear,Tops,Purple,2012,Casual,Gini and Jony Girls Purple Top
31120,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Palm Tree Girls Pink Top
31121,Girls,Apparel,Topwear,Tops,Black,2012,Casual,Gini and Jony Girls Black Top
31122,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
31123,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
31125,Girls,Apparel,Topwear,Tops,Peach,2012,Casual,Palm Tree Girls Printed Peach Top
31160,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
31172,Girls,Apparel,Topwear,Tops,Peach,2012,Casual,Gini and Jony Girls Peach Top
31173,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
31174,Girls,Apparel,Topwear,Tops,Red,2012,Casual,Gini and Jony Girls Red Top
31175,Girls,Apparel,Topwear,Tops,Magenta,2012,Casual,Gini and Jony Girls Purple Top
31176,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls White Top
31177,Girls,Apparel,Topwear,Tops,Red,2012,Casual,Gini and Jony Girls Red Top
31178,Girls,Apparel,Topwear,Tops,Black,2012,Casual,Gini and Jony Girls Black Top
33151,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Gini and Jony Girls Printed Pink Top
33152,Girls,Apparel,Topwear,Tops,Green,2012,Casual,Gini and Jony Girls Printed Green Top
33153,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
33257,Girls,Apparel,Topwear,Tops,Yellow,2012,Casual,Gini and Jony Girls Printed Yellow Top
33266,Girls,Apparel,Topwear,Tops,Teal,2012,Casual,Gini and Jony Girls Teal Top
34003,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls White Top
34004,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls White Top
34005,Girls,Apparel,Topwear,Tops,Purple,2012,Casual,Palm Tree Girls Purple Top
34006,Girls,Apparel,Topwear,Tops,Purple,2012,Casual,Gini and Jony Girls Purple Top
34007,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Gini and Jony Girls Pink Top
34008,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Gini and Jony Girls Pink Top
34009,Girls,Apparel,Topwear,Tops,Black,2012,Casual,Gini and Jony Girls Black Top
34010,Girls,Apparel,Topwear,Tops,Black,2012,Casual,Gini and Jony Girls Black Top
34011,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
34012,Girls,Apparel,Topwear,Tops,White,2012,Casual,Palm Tree Girls Printed White Top
34013,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
34014,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
34016,Girls,Apparel,Topwear,Tops,Red,2012,Casual,Gini and Jony Girls Red Top
34017,Girls,Apparel,Topwear,Tops,Red,2012,Casual,Gini and Jony Girls Red Top
34091,Girls,Apparel,Topwear,Tops,Grey,2012,Casual,Doodle Girls Printed Grey Top
34092,Girls,Apparel,Topwear,Tops,Off White,2012,Casual,Doodle Girls Printed Off White Top
34094,Girls,Apparel,Topwear,Tops,Lime Green,2012,Casual,Doodle Girls Printed Lime Green Top
34106,Girls,Apparel,Topwear,Tops,White,2012,Casual,Doodle Girls Printed White Top
34107,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Doodle Girls Pink Top
34108,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Doodle Girls Printed Orange Top
34109,Girls,Apparel,Topwear,Tops,Blue,2012,Casual,Doodle Girls Printed Blue Top
34110,Girls,Apparel,Topwear,Tops,Red,2012,Casual,Doodle Girls Printed Red Top
34111,Girls,Apparel,Topwear,Tops,Navy Blue,2012,Casual,Doodle Girls Striped Navy Blue Top
34112,Girls,Apparel,Topwear,Tops,White,2012,Casual,Doodle Girls Printed White Top
34152,Girls,Apparel,Topwear,Tops,Blue,2012,Casual,Gini and Jony Girls Blue Top
34155,Girls,Apparel,Topwear,Tops,Magenta,2012,Casual,Gini and Jony Girls Pink Top
34156,Girls,Apparel,Topwear,Tops,Peach,2012,Casual,Gini and Jony Girls Peach Top
34157,Girls,Apparel,Topwear,Tops,Peach,2012,Casual,Gini and Jony Girls Peach Top
34158,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
34159,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
34161,Girls,Apparel,Topwear,Tops,Black,2012,Casual,Gini and Jony Girls Black Top
34162,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls White Top
34163,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls White Top
34164,Girls,Apparel,Topwear,Tops,Red,2012,Casual,Gini and Jony Girls Red Top
34165,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
34166,Girls,Apparel,Topwear,Tops,Magenta,2012,Casual,Gini and Jony Girls Purple Top
35441,Girls,Apparel,Topwear,Tops,Peach,2012,Casual,Doodle Girls Printed Peach Top
35442,Girls,Apparel,Topwear,Tops,White,2012,Casual,Doodle Girls Printed White Top
35444,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Doodle Girls Pink Top
35445,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Doodle Girls Pink Top
35446,Girls,Apparel,Topwear,Tops,Peach,2012,Casual,Doodle Girls Printed Peach Top
35447,Girls,Apparel,Topwear,Tops,Red,2012,Casual,Doodle Girls Printed Red Top
35448,Girls,Apparel,Topwear,Tops,Red,2012,Casual,Doodle Girls Printed Red Top
35449,Girls,Apparel,Topwear,Tops,Navy Blue,2012,Casual,Doodle Girls Striped Navy Blue Top
35450,Girls,Apparel,Topwear,Tops,White,2012,Casual,Doodle Girls Printed White Top
35451,Girls,Apparel,Topwear,Tops,White,2012,Casual,Doodle Girls Printed White Top
36207,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini Jony Girls Printed White Top
36212,Girls,Apparel,Topwear,Tops,Black,2012,Casual,Gini Jony Girls Black Top
36213,Girls,Apparel,Topwear,Tops,Green,2012,Casual,Gini And Jony Girls Striped Green Top
36727,Girls,Apparel,Topwear,Tops,Blue,2012,Casual,Gini and Jony Girls Printed Blue Top
36728,Girls,Apparel,Topwear,Tops,Peach,2012,Casual,Gini and Jony Girls Printed Peach Top
36729,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Gini and Jony Girls Printed Pink Top
36730,Girls,Apparel,Topwear,Tops,Blue,2012,Casual,Gini and Jony Girls Striped Blue Top
36731,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Gini and Jony Girls Striped Pink Top
36743,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Little Miss Girls Chatterbox Pink Top
36744,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Little Miss Girls Naughty Pink Top
36751,Girls,Apparel,Topwear,Tops,White,2012,Casual,Little Miss Girls Blah White Top
36754,Girls,Apparel,Topwear,Tops,White,2012,Casual,Little Miss Girls Blazing White Top
37570,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Madagascar3 Infant Girls Pink Spaghetti Top
37571,Girls,Apparel,Topwear,Tops,Green,2012,Casual,Madagascar3 Infant Girls Light Green Spaghetti Top
38285,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Kids Ville Girls Pink Printed Top
38286,Girls,Apparel,Topwear,Tops,Blue,2012,Casual,Kids Ville Girls Blue Printed T-shirt
38287,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Kids Ville Girls Pink Top
38288,Girls,Apparel,Topwear,Tops,Green,2012,Casual,Kids Ville Girls Green Printed Top
38289,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Kids Ville Girls Pink Printed Top
38290,Girls,Apparel,Topwear,Tops,Turquoise Blue,2012,Casual,Kids Ville Girls Turquoise Blue Top
38326,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Hannah Montana Girls Pink Printed Top
38327,Girls,Apparel,Topwear,Tops,Blue,2012,Casual,Hannah Montana Girls Blue Top
38328,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Hannah Montana Girls Pink Top
38329,Girls,Apparel,Topwear,Tops,Off White,2012,Casual,Hannah Montana Girls Off White Tops
38330,Girls,Apparel,Topwear,Tops,Yellow,2012,Casual,Hannah Montana Girls Yellow Printed Tops
38331,Girls,Apparel,Topwear,Tops,White,2012,Casual,Hannah Montana Girls White Top
38332,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Hannah Montana Girls Pink Top
38333,Girls,Apparel,Topwear,Tops,Yellow,2012,Casual,Hannah Montana Girls Yellow Printed Tops
38334,Girls,Apparel,Topwear,Tops,White,2012,Casual,Mr. Men Little Miss Girls White Printed Top
38335,Girls,Apparel,Topwear,Tops,Red,2012,Casual,Mr. Men Little Miss Girls Red Printed Top
38336,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Mr. Men Little Miss Girls Pink Top
38337,Girls,Apparel,Topwear,Tops,Yellow,2012,Casual,Mr. Men Little Miss Girls Yellow Top
38340,Girls,Apparel,Topwear,Tops,Off White,2012,Casual,Mr. Men Little Miss Girls Off White Top
38342,Girls,Apparel,Topwear,Tops,White,2012,Casual,Mr. Men Little Miss Girls White Top
38343,Girls,Apparel,Topwear,Tops,White,2012,Casual,Mr. Men Little Miss Girls White Tops
38481,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Milan White Top
38482,Girls,Apparel,Topwear,Tops,Yellow,2012,Casual,Gini and Jony Girls Milan Yellow Tops
38868,Girls,Apparel,Topwear,Tops,Grey,2012,Casual,Allen Solly Kids Girls Mock Layered Grey Top
38944,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
38945,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini and Jony Girls Printed White Top
38946,Girls,Apparel,Topwear,Tops,Green,2012,Casual,Gini and Jony Girls Printed Green Top
38947,Girls,Apparel,Topwear,Tops,Green,2012,Casual,Gini and Jony Girls Printed Green Top
38948,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Gini and Jony Girls Printed Pink Top
38949,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Gini and Jony Girls Printed Pink Top
38950,Girls,Apparel,Topwear,Tops,White,2012,Casual,Palm Tree Girls White Top
39005,Girls,Apparel,Topwear,Tops,Navy Blue,2012,Casual,Gini and Jony Girls Nautical Blues Navy Blue Top
39009,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Gini and Jony Girls Pretty Pink Top
39010,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Gini and Jony Girls Kitch Peachy Pink Top
39325,Girls,Apparel,Topwear,Tops,Yellow,2012,Casual,Gini and Jony Girls Printed Yellow Top
39743,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini Jony Girls Printed White Top
39744,Girls,Apparel,Topwear,Tops,White,2012,Casual,Gini Jony Girls Printed White Top
39746,Girls,Apparel,Topwear,Tops,Black,2012,Casual,Gini Jony Girls Black Top
39835,Girls,Apparel,Topwear,Tops,Peach,2012,Casual,Gini and Jony Girls Printed Peach Top
39836,Girls,Apparel,Topwear,Tops,Peach,2012,Casual,Gini and Jony Girls Printed Peach Top
39841,Girls,Apparel,Topwear,Tops,Pink,2012,Casual,Gini and Jony Girls Striped Pink Top
